Unnamed: 0,INCIDENT_ID,DATA_YEAR,PUB_AGENCY_NAME,STATE_ABBR,STATE_NAME,POPULATION_GROUP_DESC,INCIDENT_DATE,TOTAL_OFFENDER_COUNT,OFFENDER_RACE,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES
214277,1325934,2020,Cherokee,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",26-SEP-20,2,White,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public
214278,1325937,2020,Cherokee,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",14-JUL-20,2,White,1,Destruction/Damage/Vandalism of Property,0.0,Bar/Nightclub,Anti-Sikh,Business
214279,1275707,2020,Cleveland,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",30-SEP-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
214280,1325950,2020,Fair Bluff,NC,North Carolina,"Cities under 2,500",21-NOV-20,0,Unknown,1,All Other Larceny,1.0,Other/Unknown,Anti-Sikh,Individual
214281,1318744,2020,Craven,NC,North Carolina,"MSA counties from 25,000 thru 99,999",25-JUN-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual
214282,1266743,2020,Havelock,NC,North Carolina,"Cities from 10,000 thru 24,999",24-AUG-20,1,White,1,Drug Equipment Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Other Christian,Society/Public
214283,1338697,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",27-JUL-20,1,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
214284,1338698,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",31-MAY-20,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-White,Individual
214285,1338700,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",19-MAR-20,1,White,1,Intimidation,1.0,Service/Gas Station,Anti-Black or African American,Individual
214286,1338701,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",23-JUN-20,1,White,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
214287,1338703,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",01-NOV-20,1,Black or African American,2,Intimidation,2.0,Parking/Drop Lot/Garage,Anti-White,Individual
214288,1338704,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",27-DEC-20,1,Black or African American,1,Simple Assault,1.0,Residence/Home,Anti-Gay (Male),Individual
214289,1338705,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",01-MAY-20,1,White,2,Intimidation,2.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
214290,1338707,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",21-OCT-20,1,Black or African American,2,Intimidation,2.0,Specialty Store,Anti-White,Individual
214291,1338710,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",05-JUN-20,1,Black or African American,1,Intimidation,1.0,Residence/Home,Anti-White,Individual
214292,1338712,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",05-JUN-20,1,Black or African American,1,Intimidation,1.0,Specialty Store,Anti-White,Individual
214293,1338713,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",17-DEC-20,1,Black or African American,1,Simple Assault,1.0,Grocery/Supermarket,Anti-White,Individual
214294,1338718,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",12-AUG-20,1,Black or African American,1,Intimidation,1.0,Convenience Store,Anti-White,Individual
214295,1338719,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",01-APR-20,1,Black or African American,2,Aggravated Assault,2.0,Jail/Prison/Penitentiary/Corrections Facility,Anti-White,Law Enforcement Officer
214296,1338723,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",25-JUN-20,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
214297,1338725,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",13-OCT-20,1,Black or African American,2,Intimidation,2.0,Residence/Home,Anti-White,Individual
214298,1338728,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",16-AUG-20,1,Black or African American,1,Simple Assault,1.0,Drug Store/Doctor's Office/Hospital,Anti-White,Individual
214299,1338729,2020,Fayetteville,NC,North Carolina,"Cities from 100,000 thru 249,999",29-SEP-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,Anti-Black or African American,Government
214300,1096058,2020,Hope Mills,NC,North Carolina,"Cities from 10,000 thru 24,999",23-JUL-20,1,White,1,Intimidation,1.0,Grocery/Supermarket,Anti-Black or African American,Individual
214301,1283672,2020,Currituck,NC,North Carolina,"MSA counties from 25,000 thru 99,999",03-JUL-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Government
214302,1338748,2020,Lexington,NC,North Carolina,"Cities from 10,000 thru 24,999",31-MAY-20,1,White,1,Intimidation,1.0,Grocery/Supermarket,"Anti-Multiple Races, Group",Individual
214303,1318781,2020,Duplin,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",01-OCT-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,"Anti-Multiple Religions, Group",Individual
214304,1318789,2020,Duplin,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",09-DEC-20,1,White,1,Drug Equipment Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public
214305,1318790,2020,Duplin,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",23-FEB-20,1,White,1,Rape,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual
214306,1251811,2020,Warsaw,NC,North Carolina,"Cities from 2,500 thru 9,999",08-AUG-20,1,White,1,Simple Assault,1.0,Convenience Store,Anti-Black or African American,Individual
214307,1313132,2020,Durham,NC,North Carolina,"MSA counties from 25,000 thru 99,999",12-APR-20,2,Black or African American,1,Simple Assault,1.0,Jail/Prison/Penitentiary/Corrections Facility,Anti-Other Christian,Individual
214308,1275878,2020,Durham,NC,North Carolina,"Cities from 250,000 thru 499,999",22-MAY-20,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
214309,1275881,2020,Durham,NC,North Carolina,"Cities from 250,000 thru 499,999",27-JUN-20,0,Unknown,3,Kidnapping/Abduction;Rape;Sodomy,1.0,Highway/Road/Alley/Street/Sidewalk;Parking/Drop Lot/Garage,Anti-White,Individual
214310,1275891,2020,Durham,NC,North Carolina,"Cities from 250,000 thru 499,999",25-APR-20,0,Unknown,5,Aggravated Assault;Destruction/Damage/Vandalism of Property,4.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual
214311,1318797,2020,Durham,NC,North Carolina,"Cities from 250,000 thru 499,999",17-SEP-20,0,Unknown,3,Intimidation,3.0,Restaurant,Anti-Black or African American,Individual
214312,1318799,2020,Durham,NC,North Carolina,"Cities from 250,000 thru 499,999",22-JUL-20,0,Unknown,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Black or African American,Individual
214313,1318800,2020,Durham,NC,North Carolina,"Cities from 250,000 thru 499,999",13-JUL-20,0,Unknown,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Black or African American,Individual
214314,1318806,2020,Durham,NC,North Carolina,"Cities from 250,000 thru 499,999",16-AUG-20,0,Unknown,1,Intimidation,1.0,Cyberspace,Anti-Hispanic or Latino,Individual
214315,1318807,2020,Durham,NC,North Carolina,"Cities from 250,000 thru 499,999",04-SEP-20,0,Unknown,1,Intimidation,1.0,Cyberspace,Anti-Black or African American,Individual
214316,1318809,2020,Durham,NC,North Carolina,"Cities from 250,000 thru 499,999",10-JUL-20,0,Unknown,2,Destruction/Damage/Vandalism of Property;Weapon Law Violations,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual;Society/Public
214317,1318813,2020,Durham,NC,North Carolina,"Cities from 250,000 thru 499,999",02-AUG-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
214318,1318814,2020,Durham,NC,North Carolina,"Cities from 250,000 thru 499,999",16-JUL-20,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Business
